cliente_ref,pelicula_ref,pelicula_titulo,categoria_nombre,ingreso,veces_alquilada_pelicula,precio_promedio_genero,codigo_genero,ingreso_alto,pelicula_popular,genero_alto_valor
Janet Phillips,Siege Madre,Siege Madre,Familia,0.99,15,3.86,9,0,0,0
Tanya Gilbert,Tequila Past,Tequila Past,Niños,4.99,6,3.87,13,1,0,0
Max Pitt,Lambs Cincinatti,Lambs Cincinatti,Juegos,4.99,10,4.42,11,0,0,1
Armando Gruber,Bound Cheaper,Bound Cheaper,Clásicos,0.99,24,3.88,3,0,1,0
Cody Nolen,Roses Treasure,Roses Treasure,Deportes,6.99,28,4.51,5,1,1,1
Vickie Brewer,Oz Liaisons,Oz Liaisons,Animación,2.99,24,3.99,1,0,1,0
Jamie Rice,Videotape Arsenic,Videotape Arsenic,Juegos,6.99,29,4.42,11,1,1,1
Michele Grant,Paycheck Wait,Paycheck Wait,Drama,5.99,16,4.33,7,1,0,0
Felix Gaffney,Annie Identity,Annie Identity,Ciencia ficción,1.99,22,4.32,2,0,1,0
Jeff East,Seattle Expecations,Seattle Expecations,Drama,7.99,24,4.33,7,1,1,0
Sarah Lewis,Fish Opus,Fish Opus,Ciencia ficción,2.99,25,4.32,2,0,1,0
Hector Poindexter,Sierra Divide,Sierra Divide,Deportes,2.99,15,4.51,5,0,0,1
Jerry Jordon,Drifter Commandments,Drifter Commandments,Acción,4.99,24,3.94,0,1,1,0
Maria Miller,Loser Hustler,Loser Hustler,Deportes,4.99,15,4.51,5,0,0,1
Stacey Montgomery,Identity Lover,Identity Lover,Ciencia ficción,2.99,13,4.32,2,0,0,0
Clifford Bowens,Run Pacific,Run Pacific,Nuevo,6.99,10,4.63,14,1,0,1
Fred Wheat,Holiday Games,Holiday Games,Extranjero,4.99,15,4.13,8,1,0,0
Shannon Freeman,Breakfast Goldfinger,Breakfast Goldfinger,Nuevo,8.99,17,4.63,14,1,0,1
Jon Wiles,Panky Submarine,Panky Submarine,Juegos,8.99,15,4.42,11,1,0,1
Toni Holt,Beneath Rush,Beneath Rush,Niños,3.99,10,3.87,13,0,0,0
Joel Francisco,Academy Dinosaur,Academy Dinosaur,Documental,0.99,23,4.02,6,0,1,0
Leona Obrien,Packer Madigan,Packer Madigan,Animación,6.99,22,3.99,1,1,1,0
Jeff East,Gentlemen Stage,Gentlemen Stage,Extranjero,2.99,23,4.13,8,0,1,0
Billie Horton,Telegraph Voyage,Telegraph Voyage,Música,8.99,27,4.12,12,1,1,0
Rene Mcalister,Timberland Sky,Timberland Sky,Clásicos,0.99,31,3.88,3,0,1,0
Joseph Joy,Driving Polish,Driving Polish,Música,4.99,21,4.12,12,1,1,0
Randy Gaither,Noon Papi,Noon Papi,Niños,4.99,17,3.87,13,1,0,0
Christy Vargas,Pilot Hoosiers,Pilot Hoosiers,Familia,2.99,16,3.86,9,0,0,0
Ella Oliver,Maiden Home,Maiden Home,Nuevo,6.99,24,4.63,14,1,1,1
Gladys Hamilton,Hanover Galaxy,Hanover Galaxy,Música,4.99,17,4.12,12,1,0,0
Jorge Olivares,Women Dorado,Women Dorado,Acción,0.99,23,3.94,0,0,1,0
Melinda Fernandez,Lies Treatment,Lies Treatment,Drama,4.99,27,4.33,7,0,1,0
Dwight Lombardi,Core Suit,Core Suit,Clásicos,2.99,18,3.88,3,0,0,0
Felicia Sutton,Homeward Cider,Homeward Cider,Documental,1.99,16,4.02,6,0,0,0
Becky Miles,Harper Dying,Harper Dying,Animación,4.99,20,3.99,1,1,0,0
Bernice Willis,Sweethearts Suspects,Sweethearts Suspects,Niños,6.99,29,3.87,13,1,1,0
Alma Austin,Ferris Mother,Ferris Mother,Comedia,2.99,17,4.66,4,0,0,1
Cassandra Walters,Trap Guys,Trap Guys,Extranjero,6.99,16,4.13,8,1,0,0
Joe Gilliland,Vision Torque,Vision Torque,Extranjero,0.99,7,4.13,8,0,0,0
Vivian Ruiz,Worst Banger,Worst Banger,Acción,6.99,16,3.94,0,1,0,0
Ken Prewitt,Family Sweet,Family Sweet,Horror,0.99,29,4.4,10,0,1,0
Francis Sikes,Seattle Expecations,Seattle Expecations,Drama,7.99,24,4.33,7,1,1,0
Lillie Kim,Bright Encounters,Bright Encounters,Drama,4.99,13,4.33,7,0,0,0
Dustin Gillette,Roses Treasure,Roses Treasure,Deportes,4.99,28,4.51,5,0,1,1
Lance Pemberton,Shock Cabin,Shock Cabin,Extranjero,2.99,30,4.13,8,0,1,0
Cory Meehan,Earth Vision,Earth Vision,Nuevo,0.99,23,4.63,14,0,1,1
Elizabeth Brown,Willow Tracy,Willow Tracy,Familia,2.99,16,3.86,9,0,0,0
Julian Vest,Shakespeare Saddle,Shakespeare Saddle,Deportes,2.99,22,4.51,5,0,1,1
Cheryl Murphy,Gunfight Moon,Gunfight Moon,Comedia,3.99,24,4.66,4,0,1,1
Katie Elliott,Sense Greek,Sense Greek,Deportes,6.99,7,4.51,5,1,0,1
Ella Oliver,Ice Crossing,Ice Crossing,Juegos,4.99,24,4.42,11,0,1,1
Velma Lucas,Diary Panic,Diary Panic,Drama,2.99,9,4.33,7,0,0,0
Glenda Frazier,Midnight Westward,Midnight Westward,Acción,1.99,17,3.94,0,0,0,0
Carrie Porter,Party Knock,Party Knock,Comedia,2.99,13,4.66,4,0,0,1
Myrtle Fleming,Outfield Massacre,Outfield Massacre,Música,0.99,20,4.12,12,0,0,0
Vera Mccoy,Queen Luke,Queen Luke,Drama,6.99,22,4.33,7,1,1,0
Amy Lopez,Bound Cheaper,Bound Cheaper,Clásicos,0.99,24,3.88,3,0,1,0
Bradley Motley,Saturday Lambs,Saturday Lambs,Deportes,4.99,28,4.51,5,0,1,1
Edgar Rhoads,Jacket Frisco,Jacket Frisco,Drama,2.99,18,4.33,7,0,0,0
Dwayne Olvera,Jerk Paycheck,Jerk Paycheck,Clásicos,4.99,20,3.88,3,1,0,0
Esther Crawford,Groove Fiction,Groove Fiction,Deportes,0.99,18,4.51,5,0,0,1
Audrey Ray,Hyde Doctor,Hyde Doctor,Clásicos,7.99,26,3.88,3,1,1,0
Marian Mendoza,Titans Jerk,Titans Jerk,Ciencia ficción,4.99,29,4.32,2,0,1,0
Sam Mcduffie,Freddy Storm,Freddy Storm,Horror,5.99,23,4.4,10,1,1,0
Tonya Chapman,Early Home,Early Home,Animación,4.99,7,3.99,1,1,0,0
Erin Dunn,Homicide Peach,Homicide Peach,Familia,5.99,22,3.86,9,1,1,0
Allison Stanley,Fireball Philadelphia,Fireball Philadelphia,Comedia,0.99,21,4.66,4,0,1,1
Willie Howell,Sleeping Suspects,Sleeping Suspects,Horror,7.99,24,4.4,10,1,1,0
Janice Ward,Witches Panic,Witches Panic,Drama,5.99,30,4.33,7,1,1,0
Carole Barnett,Human Graffiti,Human Graffiti,Juegos,9.99,15,4.42,11,1,0,1
Harry Arce,Deep Crusade,Deep Crusade,Documental,8.99,14,4.02,6,1,0,0
Javier Elrod,Berets Agent,Berets Agent,Acción,6.99,21,3.94,0,1,1,0
Marion Snyder,Muscle Bright,Muscle Bright,Viajar,2.99,30,4.24,15,0,1,0
Wilma Richards,Model Fish,Model Fish,Niños,6.99,15,3.87,13,1,0,0
Rita Graham,Racer Egg,Racer Egg,Drama,2.99,18,4.33,7,0,0,0
Charlene Alvarez,Squad Fish,Squad Fish,Deportes,2.99,7,4.51,5,0,0,1
Darlene Rose,Independence Hotel,Independence Hotel,Documental,0.99,19,4.02,6,0,0,0
Minnie Romero,Vampire Whale,Vampire Whale,Nuevo,7.99,12,4.63,14,1,0,1
Edna West,Brannigan Sunrise,Brannigan Sunrise,Nuevo,4.99,12,4.63,14,0,0,1
Clifton Malcolm,Oscar Gold,Oscar Gold,Animación,2.99,25,3.99,1,0,1,0
Carol Garcia,Dancing Fever,Dancing Fever,Documental,3.99,27,4.02,6,0,1,0
Stacy Cunningham,Virtual Spoilers,Virtual Spoilers,Familia,9.99,14,3.86,9,1,0,0
Nicole Peterson,Invasion Cyclone,Invasion Cyclone,Niños,3.99,27,3.87,13,0,1,0
Glenn Pullen,Trading Pinocchio,Trading Pinocchio,Deportes,8.99,25,4.51,5,1,1,1
Anita Morales,Masked Bubble,Masked Bubble,Música,0.99,20,4.12,12,0,0,0
Jane Bennett,Voyage Legally,Voyage Legally,Clásicos,0.99,28,3.88,3,0,1,0
Sherri Rhodes,Club Graffiti,Club Graffiti,Animación,5.99,19,3.99,1,1,0,0
Jim Rea,Ice Crossing,Ice Crossing,Juegos,4.99,24,4.42,11,0,1,1
Sonia Gregory,Movie Shakespeare,Movie Shakespeare,Familia,7.99,27,3.86,9,1,1,0
Jimmie Eggleston,Uncut Suicides,Uncut Suicides,Música,2.99,14,4.12,12,0,0,0
Daryl Larue,Bill Others,Bill Others,Documental,2.99,19,4.02,6,0,0,0
Brad Mccurdy,Greedy Roots,Greedy Roots,Drama,0.99,14,4.33,7,0,0,0
Joy George,Moon Bunch,Moon Bunch,Extranjero,0.99,29,4.13,8,0,1,0
Erika Pena,Hurricane Affair,Hurricane Affair,Comedia,3.99,24,4.66,4,0,1,1
Priscilla Lowe,Airplane Sierra,Airplane Sierra,Comedia,5.99,15,4.66,4,1,0,1
Jeff East,Intrigue Worst,Intrigue Worst,Extranjero,0.99,20,4.13,8,0,0,0
Francis Sikes,Punk Divorce,Punk Divorce,Animación,7.99,8,3.99,1,1,0,0
Jessie Banks,Day Unfaithful,Day Unfaithful,Nuevo,8.99,14,4.63,14,1,0,1
Max Pitt,Spy Mile,Spy Mile,Juegos,3.99,27,4.42,11,0,1,1
Sylvia Ortiz,Wind Phantom,Wind Phantom,Juegos,1.99,23,4.42,11,0,1,1
Lisa Anderson,Mother Oleander,Mother Oleander,Deportes,4.99,14,4.51,5,0,0,1
Mae Fletcher,Sierra Divide,Sierra Divide,Deportes,6.99,15,4.51,5,1,0,1
Lorraine Stephens,Idols Snatchers,Idols Snatchers,Niños,2.99,30,3.87,13,0,1,0
Bernard Colby,Beauty Grease,Beauty Grease,Drama,7.99,22,4.33,7,1,1,0
Craig Morrell,Strangelove Desire,Strangelove Desire,Niños,5.99,24,3.87,13,1,1,0
Gabriel Harder,Packer Madigan,Packer Madigan,Animación,6.99,22,3.99,1,1,1,0
Alfredo Mcadams,Durham Panky,Durham Panky,Deportes,4.99,26,4.51,5,0,1,1
Eleanor Hunt,Remember Diary,Remember Diary,Familia,2.99,18,3.86,9,0,0,0
Cynthia Young,Murder Antitrust,Murder Antitrust,Niños,4.99,23,3.87,13,1,1,0
Betty White,Brotherhood Blanket,Brotherhood Blanket,Documental,0.99,26,4.02,6,0,1,0
Regina Berry,Lover Truman,Lover Truman,Clásicos,2.99,10,3.88,3,0,0,0
Emily Diaz,Chaplin License,Chaplin License,Nuevo,2.99,8,4.63,14,0,0,1
Arlene Harvey,Double Wrath,Double Wrath,Animación,2.99,25,3.99,1,0,1,0
Dan Paine,Forrester Comancheros,Forrester Comancheros,Animación,7.99,27,3.99,1,1,1,0
Danny Isom,Tights Dawn,Tights Dawn,Deportes,0.99,26,4.51,5,0,1,1
Arthur Simpkins,League Hellfighters,League Hellfighters,Clásicos,8.99,17,3.88,3,1,0,0
Marcia Dean,Straight Hours,Straight Hours,Deportes,0.99,20,4.51,5,0,0,1
Eddie Tomlin,Ishtar Rocketeer,Ishtar Rocketeer,Animación,10.99,7,3.99,1,1,0,0
Diana Alexander,Slacker Liaisons,Slacker Liaisons,Drama,4.99,17,4.33,7,0,0,0
Neil Renner,Wash Heavenly,Wash Heavenly,Extranjero,4.99,23,4.13,8,1,1,0
Stanley Scroggins,Clue Grail,Clue Grail,Música,4.99,7,4.12,12,1,0,0
Jon Wiles,Dinosaur Secretary,Dinosaur Secretary,Familia,2.99,20,3.86,9,0,0,0
Edwin Burk,Candles Grapes,Candles Grapes,Juegos,5.99,23,4.42,11,1,1,1
Kim Cruz,Voyage Legally,Voyage Legally,Clásicos,0.99,28,3.88,3,0,1,0
Walter Perryman,Amistad Midsummer,Amistad Midsummer,Nuevo,3.99,21,4.63,14,0,1,1
Shawn Heaton,Pure Runner,Pure Runner,Comedia,5.99,16,4.66,4,1,0,1
Georgia Jacobs,Young Language,Young Language,Documental,0.99,7,4.02,6,0,0,0
Robin Hayes,Panky Submarine,Panky Submarine,Juegos,8.99,15,4.42,11,1,0,1
Judith Cox,Brotherhood Blanket,Brotherhood Blanket,Documental,5.99,26,4.02,6,1,1,0
Gene Sanborn,Love Suicides,Love Suicides,Horror,2.99,20,4.4,10,0,0,0
Edwin Burk,Boogie Amelie,Boogie Amelie,Música,4.99,29,4.12,12,1,1,0
Alicia Mills,Dogma Family,Dogma Family,Animación,4.99,30,3.99,1,1,1,0
Peggy Myers,Snowman Rollercoaster,Snowman Rollercoaster,Animación,2.99,23,3.99,1,0,1,0
Beth Franklin,Champion Flatliners,Champion Flatliners,Animación,4.99,13,3.99,1,1,0,0
Salvador Teel,Reunion Witches,Reunion Witches,Drama,0.99,20,4.33,7,0,0,0
Dianne Shelton,Massage Image,Massage Image,Animación,7.99,12,3.99,1,1,0,0
Rosemary Schmidt,Sabrina Midnight,Sabrina Midnight,Niños,4.99,21,3.87,13,1,1,0
Robin Hayes,Minds Truman,Minds Truman,Acción,6.99,20,3.94,0,1,0,0
Danny Isom,Rocketeer Mother,Rocketeer Mother,Extranjero,4.99,33,4.13,8,1,1,0
Lauren Hudson,Barefoot Manchurian,Barefoot Manchurian,Acción,2.99,18,3.94,0,0,0,0
Andrea Henderson,Flash Wars,Flash Wars,Nuevo,9.99,13,4.63,14,1,0,1
Kristin Johnston,Entrapment Satisfaction,Entrapment Satisfaction,Acción,3.99,15,3.94,0,0,0,0
Lucy Wheeler,Intentions Empire,Intentions Empire,Animación,4.99,17,3.99,1,1,0,0
Tracy Herrmann,Scissorhands Slums,Scissorhands Slums,Extranjero,2.99,15,4.13,8,0,0,0
Olga Jimenez,Desert Poseidon,Desert Poseidon,Horror,5.99,19,4.4,10,1,0,0
Don Bone,Moonshine Cabin,Moonshine Cabin,Juegos,7.99,21,4.42,11,1,1,1
Ella Oliver,Rings Heartbreakers,Rings Heartbreakers,Acción,3.99,15,3.94,0,0,0,0
Virginia Green,Resurrection Silverado,Resurrection Silverado,Familia,0.99,21,3.86,9,0,1,0
Tyrone Asher,Harry Idaho,Harry Idaho,Drama,4.99,30,4.33,7,0,1,0
Kenneth Gooden,Igby Maker,Igby Maker,Viajar,4.99,19,4.24,15,1,0,0
Brad Mccurdy,Greatest North,Greatest North,Música,2.99,29,4.12,12,0,1,0
Marian Mendoza,Married Go,Married Go,Ciencia ficción,2.99,30,4.32,2,0,1,0
Stella Moreno,Ice Crossing,Ice Crossing,Juegos,2.99,24,4.42,11,0,1,1
Carrie Porter,Westward Seabiscuit,Westward Seabiscuit,Clásicos,0.99,26,3.88,3,0,1,0
Crystal Ford,Artist Coldblooded,Artist Coldblooded,Deportes,6.99,16,4.51,5,1,0,1
Christian Jung,Attraction Newton,Attraction Newton,Nuevo,4.99,24,4.63,14,0,1,1
Alma Austin,Half Outfield,Half Outfield,Familia,4.99,26,3.86,9,1,1,0
Jamie Rice,Chisum Behavior,Chisum Behavior,Familia,4.99,13,3.86,9,1,0,0
Amanda Carter,Hunger Roof,Hunger Roof,Extranjero,1.99,13,4.13,8,0,0,0
Ray Houle,Lies Treatment,Lies Treatment,Drama,4.99,27,4.33,7,0,1,0
Dave Gardiner,Rush Goodfellas,Rush Goodfellas,Familia,0.99,31,3.86,9,0,1,0
Victor Barkley,Million Ace,Million Ace,Clásicos,4.99,20,3.88,3,1,0,0
Jim Rea,Patton Interview,Patton Interview,Horror,3.99,23,4.4,10,0,1,0
Glen Talbert,Encounters Curtain,Encounters Curtain,Drama,4.99,19,4.33,7,0,0,0
Gertrude Castillo,Pianist Outfield,Pianist Outfield,Nuevo,0.99,21,4.63,14,0,1,1
Raul Fortier,Conspiracy Spirit,Conspiracy Spirit,Clásicos,2.99,5,3.88,3,0,0,0
Crystal Ford,Frida Slipper,Frida Slipper,Extranjero,5.99,11,4.13,8,1,0,0
Julian Vest,Hotel Happiness,Hotel Happiness,Extranjero,4.99,9,4.13,8,1,0,0
Dora Medina,Bubble Grosse,Bubble Grosse,Deportes,4.99,6,4.51,5,0,0,1
Vickie Brewer,Fish Opus,Fish Opus,Ciencia ficción,2.99,25,4.32,2,0,1,0
Virginia Green,Paris Weekend,Paris Weekend,Horror,2.99,14,4.4,10,0,0,0
Raymond Mcwhorter,Titanic Boondock,Titanic Boondock,Animación,4.99,23,3.99,1,1,1,0
Marion Snyder,Full Flatliners,Full Flatliners,Niños,2.99,5,3.87,13,0,0,0
Elizabeth Brown,Head Stranger,Head Stranger,Juegos,4.99,22,4.42,11,0,1,1
Heidi Larson,Song Hedwig,Song Hedwig,Música,2.99,11,4.12,12,0,0,0
Darren Windham,Kramer Chocolate,Kramer Chocolate,Deportes,2.99,9,4.51,5,0,0,1
Daisy Bates,Seabiscuit Punk,Seabiscuit Punk,Deportes,2.99,26,4.51,5,0,1,1
Jaime Nettles,Tomatoes Hellfighters,Tomatoes Hellfighters,Viajar,0.99,14,4.24,15,0,0,0
Beverly Brooks,Sabrina Midnight,Sabrina Midnight,Niños,4.99,21,3.87,13,1,1,0
Marc Outlaw,Dancing Fever,Dancing Fever,Documental,2.99,27,4.02,6,0,1,0
Samuel Marlow,Pure Runner,Pure Runner,Comedia,5.99,16,4.66,4,1,0,1
Gregory Mauldin,Panther Reds,Panther Reds,Ciencia ficción,4.99,15,4.32,2,0,0,0
Lois Butler,Apache Divine,Apache Divine,Familia,4.99,31,3.86,9,1,1,0
Darrell Power,Deer Virginian,Deer Virginian,Música,2.99,29,4.12,12,0,1,0
Edna West,Island Exorcist,Island Exorcist,Clásicos,2.99,26,3.88,3,0,1,0
Melissa King,Working Microcosmos,Working Microcosmos,Viajar,5.99,25,4.24,15,1,1,0
Jennie Terry,Submarine Bed,Submarine Bed,Comedia,7.99,15,4.66,4,1,0,1
Gilbert Sledge,African Egg,African Egg,Familia,4.99,12,3.86,9,1,0,0
Mark Rinehart,Twisted Pirates,Twisted Pirates,Niños,5.99,11,3.87,13,1,0,0
Andrew Purdy,Joon Northwest,Joon Northwest,Deportes,0.99,17,4.51,5,0,0,1
James Gannon,Newton Labyrinth,Newton Labyrinth,Extranjero,1.99,17,4.13,8,0,0,0
Eleanor Hunt,Bird Independence,Bird Independence,Viajar,4.99,11,4.24,15,1,0,0
Emily Diaz,Slipper Fidelity,Slipper Fidelity,Deportes,2.99,16,4.51,5,0,0,1
Byron Box,Alien Center,Alien Center,Extranjero,5.99,22,4.13,8,1,1,0
Jared Ely,Breaking Home,Breaking Home,Nuevo,4.99,13,4.63,14,0,0,1
Dorothy Taylor,Pickup Driving,Pickup Driving,Deportes,7.99,16,4.51,5,1,0,1
Nina Soto,Hunchback Impossible,Hunchback Impossible,Drama,7.99,20,4.33,7,1,0,0
Leonard Schofield,Madigan Dorado,Madigan Dorado,Viajar,7.99,10,4.24,15,1,0,0
Richard Mccrary,Moon Bunch,Moon Bunch,Extranjero,0.99,29,4.13,8,0,1,0
Maxine Silva,Shock Cabin,Shock Cabin,Extranjero,2.99,30,4.13,8,0,1,0
Fred Wheat,Pajama Jawbreaker,Pajama Jawbreaker,Clásicos,1.99,14,3.88,3,0,0,0
Joanne Robertson,Ghostbusters Elf,Ghostbusters Elf,Animación,0.99,9,3.99,1,0,0,0
Joy George,Dirty Ace,Dirty Ace,Juegos,4.99,15,4.42,11,0,0,1
Colleen Burton,Gilmore Boiled,Gilmore Boiled,Clásicos,3.99,28,3.88,3,0,1,0
Kay Caldwell,Balloon Homeward,Balloon Homeward,Música,3.99,23,4.12,12,0,1,0
Leo Ebert,Encino Elf,Encino Elf,Juegos,0.99,19,4.42,11,0,0,1
Clara Shaw,River Outlaw,River Outlaw,Deportes,0.99,20,4.51,5,0,0,1
Jerry Jordon,Stock Glass,Stock Glass,Nuevo,2.99,14,4.63,14,0,0,1
Anne Powell,Timberland Sky,Timberland Sky,Clásicos,4.99,31,3.88,3,1,1,0
Richard Mccrary,Heaven Freedom,Heaven Freedom,Comedia,2.99,18,4.66,4,0,0,1
Daisy Bates,Casablanca Super,Casablanca Super,Viajar,4.99,16,4.24,15,1,0,0
Juanita Mason,Sweden Shining,Sweden Shining,Comedia,7.99,18,4.66,4,1,0,1
Teresa Rogers,Coast Rainbow,Coast Rainbow,Documental,1.99,21,4.02,6,0,1,0
Karl Seal,Metal Armageddon,Metal Armageddon,Documental,2.99,25,4.02,6,0,1,0
Marion Snyder,Dogma Family,Dogma Family,Animación,4.99,30,3.99,1,1,1,0
Bessie Morrison,Dalmations Sweden,Dalmations Sweden,Drama,5.99,20,4.33,7,1,0,0
Earl Shanks,Summer Scarface,Summer Scarface,Clásicos,1.99,16,3.88,3,0,0,0
Evelyn Morgan,Videotape Arsenic,Videotape Arsenic,Juegos,4.99,29,4.42,11,0,1,1
Joy George,Story Side,Story Side,Acción,0.99,28,3.94,0,0,1,0
Debbie Reyes,Jacket Frisco,Jacket Frisco,Drama,2.99,18,4.33,7,0,0,0
Pauline Henry,Diary Panic,Diary Panic,Drama,2.99,9,4.33,7,0,0,0
Cecil Vines,Blood Argonauts,Blood Argonauts,Familia,6.99,10,3.86,9,1,0,0
Austin Cintron,Gunfight Moon,Gunfight Moon,Comedia,0.99,24,4.66,4,0,1,1
Erica Matthews,Gorgeous Bingo,Gorgeous Bingo,Niños,2.99,19,3.87,13,0,0,0
Arlene Harvey,Flintstones Happiness,Flintstones Happiness,Comedia,4.99,17,4.66,4,0,0,1
Dorothy Taylor,Others Soup,Others Soup,Viajar,2.99,23,4.24,15,0,1,0
Ida Andrews,Wedding Apollo,Wedding Apollo,Documental,1.99,24,4.02,6,0,1,0
Dale Ratcliff,Kissing Dolls,Kissing Dolls,Acción,4.99,20,3.94,0,1,0,0
Nancy Thomas,Volcano Texas,Volcano Texas,Juegos,0.99,22,4.42,11,0,1,1
Maxine Silva,Amadeus Holy,Amadeus Holy,Acción,3.99,21,3.94,0,0,1,0
Manuel Murrell,Caper Motions,Caper Motions,Comedia,0.99,24,4.66,4,0,1,1
Nancy Thomas,Fantasy Troopers,Fantasy Troopers,Acción,0.99,26,3.94,0,0,1,0
Beatrice Arnold,Curtain Videotape,Curtain Videotape,Juegos,0.99,27,4.42,11,0,1,1
Julian Vest,Wardrobe Phantom,Wardrobe Phantom,Drama,3.99,27,4.33,7,0,1,0
Julian Vest,Cider Desire,Cider Desire,Documental,3.99,19,4.02,6,0,0,0
Lori Wood,Horror Reign,Horror Reign,Viajar,1.99,27,4.24,15,0,1,0
Casey Mena,Suit Walls,Suit Walls,Juegos,9.99,21,4.42,11,1,1,1
Maxine Silva,Chariots Conspiracy,Chariots Conspiracy,Ciencia ficción,2.99,21,4.32,2,0,1,0
Jacob Lance,Home Pity,Home Pity,Música,4.99,14,4.12,12,1,0,0
Gordon Allard,Games Bowfinger,Games Bowfinger,Viajar,4.99,14,4.24,15,1,0,0
Ramon Choate,Apache Divine,Apache Divine,Familia,4.99,31,3.86,9,1,1,0
Wanda Patterson,Pity Bound,Pity Bound,Drama,7.99,26,4.33,7,1,1,0
Randall Neumann,Trainspotting Strangers,Trainspotting Strangers,Comedia,4.99,11,4.66,4,0,0,1
Mathew Bolin,Philadelphia Wife,Philadelphia Wife,Deportes,4.99,23,4.51,5,0,1,1
Johnny Turpin,Smoochy Control,Smoochy Control,Deportes,0.99,12,4.51,5,0,0,1
Alex Gresham,Right Cranes,Right Cranes,Clásicos,4.99,10,3.88,3,1,0,0
Violet Rodriquez,Brooklyn Desert,Brooklyn Desert,Extranjero,4.99,21,4.13,8,1,1,0
Ramona Hale,Grapes Fury,Grapes Fury,Extranjero,0.99,22,4.13,8,0,1,0
Valerie Black,Zoolander Fiction,Zoolander Fiction,Niños,2.99,17,3.87,13,0,0,0
Amber Dixon,Reap Unfaithful,Reap Unfaithful,Horror,2.99,16,4.4,10,0,0,0
Freddie Duggan,Motions Details,Motions Details,Horror,0.99,16,4.4,10,0,0,0
Marion Snyder,Wife Turn,Wife Turn,Documental,10.99,31,4.02,6,1,1,0
Misty Lambert,Musketeers Wait,Musketeers Wait,Clásicos,4.99,17,3.88,3,1,0,0
Georgia Jacobs,Butterfly Chocolat,Butterfly Chocolat,Nuevo,2.99,30,4.63,14,0,1,1
Douglas Graf,Range Moonwalker,Range Moonwalker,Familia,4.99,27,3.86,9,1,1,0
Nathan Runyon,Grosse Wonderful,Grosse Wonderful,Música,4.99,8,4.12,12,1,0,0
Philip Causey,Coma Head,Coma Head,Viajar,4.99,26,4.24,15,1,1,0
Peggy Myers,Pulp Beverly,Pulp Beverly,Horror,2.99,30,4.4,10,0,1,0
Michele Grant,Motions Details,Motions Details,Horror,0.99,16,4.4,10,0,0,0
Steven Curley,Barbarella Streetcar,Barbarella Streetcar,Ciencia ficción,3.99,25,4.32,2,0,1,0
Jimmy Schrader,Lies Treatment,Lies Treatment,Drama,4.99,27,4.33,7,0,1,0
Betty White,Independence Hotel,Independence Hotel,Documental,0.99,19,4.02,6,0,0,0
Kristina Chambers,Mars Roman,Mars Roman,Juegos,2.99,19,4.42,11,0,0,1
Rhonda Kennedy,Amistad Midsummer,Amistad Midsummer,Nuevo,2.99,21,4.63,14,0,1,1
Michelle Clark,Goodfellas Salute,Goodfellas Salute,Ciencia ficción,4.99,31,4.32,2,0,1,0
Melissa King,Tycoon Gathering,Tycoon Gathering,Juegos,9.99,12,4.42,11,1,0,1
Crystal Ford,Liaisons Sweet,Liaisons Sweet,Viajar,4.99,22,4.24,15,1,1,0
Jeanne Lawson,Atlantis Cause,Atlantis Cause,Familia,2.99,24,3.86,9,0,1,0
Nancy Thomas,Notting Speakeasy,Notting Speakeasy,Drama,0.99,10,4.33,7,0,0,0
Miriam Mckinney,Sea Virgin,Sea Virgin,Drama,2.99,22,4.33,7,0,1,0
Jenny Castro,Shootist Superfly,Shootist Superfly,Drama,0.99,24,4.33,7,0,1,0
Judith Cox,Snowman Rollercoaster,Snowman Rollercoaster,Animación,3.99,23,3.99,1,0,1,0
Wilma Richards,Kiss Glory,Kiss Glory,Extranjero,6.99,22,4.13,8,1,1,0
Stephen Qualls,Madre Gables,Madre Gables,Juegos,2.99,14,4.42,11,0,0,1
Lucy Wheeler,Karate Moon,Karate Moon,Horror,2.99,23,4.4,10,0,1,0
Elizabeth Brown,Date Speed,Date Speed,Familia,5.99,13,3.86,9,1,0,0
Robert Baughman,Paradise Sabrina,Paradise Sabrina,Comedia,6.99,18,4.66,4,1,0,1
Louis Leone,West Lion,West Lion,Drama,5.99,16,4.33,7,1,0,0
Karl Seal,Ridgemont Submarine,Ridgemont Submarine,Nuevo,3.99,32,4.63,14,0,1,1
Deanna Byrd,Fiction Christmas,Fiction Christmas,Extranjero,3.99,19,4.13,8,0,0,0
Willie Howell,Valentine Vanishing,Valentine Vanishing,Viajar,0.99,12,4.24,15,0,0,0
Jaime Nettles,Haunted Antitrust,Haunted Antitrust,Viajar,4.99,6,4.24,15,1,0,0
Hilda Hopkins,Deer Virginian,Deer Virginian,Música,2.99,29,4.12,12,0,1,0
Kenneth Gooden,Rider Caddyshack,Rider Caddyshack,Deportes,6.99,11,4.51,5,1,0,1
Carrie Porter,Silence Kane,Silence Kane,Música,0.99,16,4.12,12,0,0,0
Gail Knight,Soup Wisdom,Soup Wisdom,Familia,1.99,8,3.86,9,0,0,0
Mario Cheatham,Wonka Sea,Wonka Sea,Animación,2.99,18,3.99,1,0,0,0
Phyllis Foster,Records Zorro,Records Zorro,Deportes,4.99,8,4.51,5,0,0,1
Sally Pierce,Primary Glass,Primary Glass,Acción,0.99,27,3.94,0,0,1,0
